smiles,HOMO (eV),Bandgap (eV),Mw (kg/mol),PCE_ave
*c1cc2sc3c(OCC(CCCC)CCCCCC)c4c(sc5cc(-c6sc(*)c7c(F)c(C(=O)OCC(CCCC)CCCCCC)sc67)sc54)c(OCC(CCCC)CCCCCC)c3c2s1,-0.7,-0.27,-0.1,5
*c1cc2c(OCC(CC)CCCC)c3sc4c(sc5c(OCC(CC)CCCC)c6c(sc7cc(-c8sc(*)c9c(F)c(C(=O)OCC(CC)CCCC)sc89)sc76)c(OCC(CCCC)CCCCCC)c54)c3c(OCC(CC)CCCC)c2s1,-0.61,0.26,-0.5,0.01
*c1cc2c(OCC(CC)CCCC)c3sc4c(sc5c(OCC(CCCC)CCCCCC)c6c(sc7cc(-c8sc(*)c9c(F)c(C(=O)OCC(CCCC)CCCCCC)sc89)sc76)c(OCC(CCCC)CCCCCC)c54)c3c(OCC(CC)CCCC)c2s1,-0.51,0.31,-0.51,0.08
*c1cc2c(OCC(CC)CCCC)c3sc4c(sc5c(OCC(CC)CCCC)c6c(sc7c6sc6c(OCC(CC)CCCC)c8cc(-c9sc(*)c%10c(F)c(C(=O)OCC(CC)CCCC)sc9%10)sc8c(OC[C@H](CC)CCCC)c67)c(OCC(CCCC)CCCCCC)c54)c3c(OCC(CC)CCCC)c2s1,-0.47,0.6,-0.44,2.8
*c1cc2c(OCC(CC)CCCC)c3sc4c(sc5c(OCC(CCCC)CCCCCC)c6c(sc7c6sc6c(OCC(CC)CCCC)c8cc(-c9sc(*)c%10c(F)c(C(=O)OCC(CCCC)CCCCCC)sc9%10)sc8c(OC[C@H](CC)CCCC)c67)c(OCC(CCCC)CCCCCC)c54)c3c(OCC(CC)CCCC)c2s1,-0.06,0.56,-0.35,2
*c1cc2sc3c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c4c(sc5cc(-c6sc(*)c7cc(C(=O)C(CC)CCCC)sc67)sc54)c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c3c2s1,-0.2,-0.42,-0.07,6.5
*c1cc2sc3c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c4c(sc5cc(-c6sc(*)c7c8c(sc67)C(=O)N(CCCCCCCC)C8=O)sc54)c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c3c2s1,0.89,-0.27,-0.34,2.7
*c1ccc(C2=C3C(=O)N(CC(CCCCCC)CCCCCCCC)C(c4ccc(-c5cc6sc7c(OCC(CCCCCC)CCCCCCCC)c8c(sc9cc(*)sc98)c(OCC(CCCCCC)CCCCCCCC)c7c6s5)s4)=C3C(=O)N2CC(CCCCCC)CCCCCCCC)s1,-0.92,-1.15,-0.54,2.42
*c1ccc(C2=C3C(=O)N(CC(CCCC)CCCCCC)C(c4ccc(-c5cc6sc7c(-c8cc(CCCCCCCCCC)c(CCCCCCCCCC)s8)c8c(sc9cc(*)sc98)c(-c8cc(CCCCCCCCCC)c(CCCCCCCCCC)s8)c7c6s5)s4)=C3C(=O)N2CC(CCCC)CCCCCC)s1,-0.65,-1.2,-0.4,5.19
*c1ccc(C2=C3C(=O)N(CC(CCCCCC)CCCCCCCC)C(c4ccc(-c5cc6sc7c(C#C[Si](C(C)C)(C(C)C)C(C)C)c8c(sc9cc(*)sc98)c(C#C[Si](C(C)C)(C(C)C)C(C)C)c7c6s5)s4)=C3C(=O)N2CC(CCCCCC)CCCCCCCC)s1,-0.38,-1.3,-0.45,6.39
*c1ccc(C2=C3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(*)cc7c(OCC(CC)CCCC)c6s5)s4)=C3C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC)s1,0.17,-1,4.26,3.28
*c1ccc(C2=C3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c4ccc(-c5cc6sc7cc(*)sc7c6s5)s4)=C3C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC)s1,0.12,-1.39,-0.18,5.94
*c1ccc(C2=C3C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(c4ccc(-c5cc6sc7c(CC(CC)CCCCC)c8c(sc9cc(*)sc98)c(CC(CC)CCCCC)c7c6s5)s4)=C3C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC)s1,0.08,-1.05,-0.1,4.69
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc4sc5c(OCC(CC)CCCC)c6c(sc7cc(*)sc76)c(OCC(CC)CCCC)c5c4s3)ccc21,0.21,-0.66,-0.46,4.43
*c1cc2sc3c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c4c(sc5cc(-c6sc(-c7cc8c(cc(-c9cc(CCCCCC)c(*)s9)c9nsnc98)c8nsnc78)cc6CCCCCC)sc54)c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c3c2s1,0.8,-0.66,-0.2,7.52
*c1cc2sc3c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c4c(sc5cc(-c6sc7c(c6CCCCCCCCCCCC)[P@@](=O)(c6ccccc6)c6c-7sc(*)c6CCCCCCCCCCCC)sc54)c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c3c2s1,0.48,0.65,-0.03,6.81
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4sc(*)cc4[Ge]5(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)s3)c3nsnc23)s1,-1.29,-0.76,0.05,3.35
*c1ccc(-c2c(C#N)cc(-c3ccc(-c4cc5c(s4)-c4sc(*)cc4[Ge]5(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)s3)c3nsnc23)s1,-1.01,-1.54,0.14,6.03
*c1ccc(-c2c(C#N)c(C#N)c(-c3ccc(-c4cc5c(s4)-c4sc(*)cc4[Ge]5(CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)s3)c3nsnc23)s1,-0.88,-2.17,-0.33,0.39
*c1ccc(-c2cc3sc4cc5c(cc4c3s2)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C5=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)sc2cc(*)sc24)s1,-1.06,-0.56,3.27,9.1
*c1ccc(-c2cc3sc4cc5c(cc4c3s2)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C5=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)sc2cc(*)sc24)s1,-0.61,-0.56,0.01,5.3
*c1cc(CCCCCCCCCCCC)c(-c2nc3cc4sc(-c5sc(-c6sc(-c7ccc8c(c7F)N(CC(CCCCCC)CCCCCCCC)C(=O)/C8=C7/C(=O)N(CC(CCCCCC)CCCCCCCC)c8cc(-c9cc(CCCCCCCCCCCC)c(*)s9)sc87)cc6CCCCCCCCCCCC)cc5CCCCCCCCCCCC)nc4cc3s2)s1,0.48,-1.1,0.32,1.44
*c1cc(CCCCCCCCCCCC)c(-c2nc3cc4sc(-c5sc(-c6sc(-c7ccc8c(c7)N(CC(CCCCCC)CCCCCCCC)C(=O)/C8=C7/C(=O)N(CC(CCCCCC)CCCCCCCC)c8cc(-c9cc(CCCCCCCCCCCC)c(*)s9)sc87)cc6CCCCCCCCCCCC)cc5CCCCCCCCCCCC)nc4cc3s2)s1,0.35,-1.1,1.01,3.92
*c1ccc(-c2ccc(-c3cc4c(s3)-c3sc(*)cc3N(CC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)S4(=O)=O)s2)s1,0.26,0.6,-0.17,5.5
*c1cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(-c2nc3nc4sc(-c5sc(-c6sc(-c7cc(CCCCCC)c(*)s7)cc6CCCCCC)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)nc4nc3s2)s1,1.17,0.17,-0.53,1.82
*c1ccc(C2=C3C(=O)N(CC(CCCCCC)CCCCCCCC)C(c4ccc(-c5ccc(*)s5)s4)=C3C(=O)N2CC(CCCCCC)CCCCCCCC)s1,-0.29,-1.64,0.15,3.85
*c1ccc(-c2ccc(C3=C4C(=O)N(CC(CCCCCC)CCCCCCCC)C(c5ccc(*)s5)=C4C(=O)N3CC(CCCCCC)CCCCCCCC)s2)cc1,-0.06,-1.15,-0.47,3.91
*c1ccc(C2=C3C(=O)N(CC(CCCCCC)CCCCCCCC)C(c4ccc(-c5sc(*)c(F)c5F)s4)=C3C(=O)N2CC(CCCCCC)CCCCCCCC)s1,0.48,-1.64,-0.52,1.17
*c1ccc(C2=C3C(=O)N(CC(CCCCCC)CCCCCCCC)C(c4ccc(-c5cc(F)c(*)cc5F)s4)=C3C(=O)N2CC(CCCCCC)CCCCCCCC)s1,0.53,-1.2,-0.51,2.29
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3ccc(*)s3)ccc21,-0.56,-0.47,-0.25,2.9
*c1ccc2c(c1)N(CC(CCCCCC)CCCCCCCC)C(=O)/C2=C1/C(=O)N(CC(CCCCCC)CCCCCCCC)c2cc(-c3cc(CCCCCC)c(-c4ccc(-c5sc(*)cc5CCCCCC)s4)s3)ccc21,-0.2,-0.66,-0.17,6.6
*c1ccc2c(c1)N(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)C(=O)/C2=C1/C(=O)N(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c2cc(-c3cc(CCCCCC)c(-c4ccc(-c5sc(*)cc5CCCCCC)s4)s3)ccc21,0.44,-0.81,-0.14,2.8
*c1cc2sc3c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c4c(sc5cc(-c6ccc(*)c7nsnc67)sc54)c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c3c2s1,-0.15,-0.32,-0.44,4.9
*c1cc2sc3c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c4c(sc5cc(-c6c(F)cc(*)c7nsnc67)sc54)c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c3c2s1,0.3,-0.03,-0.14,7
*c1cc2sc3c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c4c(sc5cc(-c6c(F)c(F)c(*)c7nsnc67)sc54)c(-c4cc(CCCCCCCCCC)c(CCCCCCCCCC)s4)c3c2s1,0.3,0.17,-0.01,5.1
*c1ccc(C2=C3C(=O)N(CC(CCCC)CCCCCC)C(c4ccc(-c5cc(CCCCCCCCCCCC)c(C#CC#Cc6sc(*)cc6CCCCCCCCCCCC)s5)s4)=C3C(=O)N2CC(CCCC)CCCCCC)s1,-0.79,-1,-0.38,2.69
*c1ccc(C2=C3C(=O)N(CC(CCCC)CCCCCC)C(c4ccc(-c5cc(CC(CC)CCCC)c(C#CC#Cc6sc(*)cc6CC(CC)CCCC)s5)s4)=C3C(=O)N2CC(CCCC)CCCCCC)s1,-0.38,-0.86,-0.01,3.7
*c1cc2c(-c3ccc(CCCCCCCC)s3)c3sc(-c4ccc(*)c5nc(-c6ccc(/C=N/c7ccccc7F)[nH]6)c(-c6ccc(/C=N/c7ccccc7F)[nH]6)nc45)cc3c(-c3ccc(CCCCCCCC)s3)c2s1,-1.65,-0.76,-0.52,1.04
*c1cc2c(OCCCCCCCC)c3sc(-c4ccc(*)c5nc(-c6ccc(/C=N/c7ccccc7F)[nH]6)c(-c6ccc(/C=N/c7ccccc7F)[nH]6)nc45)cc3c(OCCCCCCCC)c2s1,-2.24,-0.42,-0.03,1.22
*c1cc2c(-c3ccc(CCCCCCCC)s3)c3sc(-c4ccc(*)c5nc(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)c(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)nc45)cc3c(-c3ccc(CCCCCCCC)s3)c2s1,-2.06,-0.76,-0.25,2.13
*c1cc2c(OCCCCCCCC)c3sc(-c4ccc(*)c5nc(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)c(-c6ccc(/C=N/c7c(F)cccc7F)[nH]6)nc45)cc3c(OCCCCCCCC)c2s1,-2.51,-0.42,-0.1,1.6
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(-c5c(F)c(F)c(-c6cc(CCCCCCCC)c(*)s6)c6nc7c(nc56)-c5cccc6cccc-7c56)cc4CCCCCCCC)cc3c(OCC(CC)CCCC)c2s1,0.94,0.22,0.25,4.64
*c1cc2c(OCC(CC)CCCC)c3sc(-c4sc(-c5c(OCCCCCCCC)c(OCCCCCCCC)c(-c6cc(CCCCCCCC)c(*)s6)c6nc7c(nc56)-c5cccc6cccc-7c56)cc4CCCCCCCC)cc3c(OCC(CC)CCCC)c2s1,0.44,0.9,0.25,1.54
*c1ccc(-c2ccc(-c3sc(*)c4c3C(=O)N(C(CCCCCCCC)CCCCCCCC)C4=O)s2)s1,0.8,0.26,-0.09,5.75
*c1ccc(/C=C/c2ccc(-c3sc(*)c4c3C(=O)N(C(CCCCCCCC)CCCCCCCC)C4=O)s2)s1,0.67,0.26,-0.23,6.97
*c1ccc2c3ccc(-c4cc(CCCCCCCC)c(-c5nc6cc7sc(-c8sc(*)cc8CCCCCCCC)nc7cc6s5)s4)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,1.66,-1.05,-0.61,0.95
*c1cc2c3cc(C(CCCCCCCCCCC)CCCCCCCCCCCC)sc3c3cc(-c4sc(-c5c(F)c(F)c(-c6cc(CC(CC)CCCC)c(*)s6)c6nsnc56)cc4CC(CC)CCCC)sc3c2s1,-0.42,-0.03,-0.55,5.61
*c1cc(CCCCCCCCCCCC)c(-c2nc3cc4sc(-c5sc(-c6sc(-c7ccc(-c8cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(*)s8)c8nsnc78)cc6CC(CCCCCCCCCC)CCCCCCCCCCCC)cc5CCCCCCCCCCCC)nc4cc3s2)s1,1.66,0.41,0.12,6.53
*c1cc2c(s1)-c1sc(-c3ccc(*)c4nsnc34)cc1C2(CC(CC)CCCC)CC(CC)CCCC,-0.15,-1.54,-0.34,3.5
*c1cc2c(s1)-c1sc(-c3cc(F)c(*)c4nsnc34)cc1C2(CC(CC)CCCC)CC(CC)CCCC,-0.83,-1.34,-0.39,5.81
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2ccc(*)c4nsnc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,0.12,0.17,-0.21,6.41
*c1cc2c(s1)-c1sc(-c3cc4c(=O)n(CCCCCC)c(=O)c5cc(*)sc5c4s3)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,0.53,0.17,0.04,6.29
*c1cc2c(s1)-c1sc(-c3cc4c(=O)n(CCCCCCCC)c(=O)c5cc(*)sc5c4s3)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,0.44,0.17,0.02,6.41
*c1cc2c(s1)-c1sc(-c3cc4c(=O)n(C[C@@H](CC)CCCC)c(=O)c5cc(*)sc5c4s3)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,0.39,0.26,-0.12,5.54
*c1cc2c(s1)-c1sc(-c3cc4c(=O)n(CCCCCC)c(=O)c5cc(*)sc5c4s3)cc1[Ge]2(CC(CC)CCCC)C[C@@H](CC)CCCC,0.26,0.17,-0.08,4.77
*c1cc2c(s1)-c1sc(-c3cc4c(=O)n(CCCCCCCC)c(=O)c5cc(*)sc5c4s3)cc1[Ge]2(CC(CC)CCCC)C[C@@H](CC)CCCC,0.21,0.17,-0.16,4.32
*c1cc2c(s1)-c1sc(-c3cc4c(=O)n(C[C@@H](CC)CCCC)c(=O)c5cc(*)sc5c4s3)cc1[Ge]2(CC(CC)CCCC)C[C@@H](CC)CCCC,0.21,0.22,-0.35,3.62
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)N(CC(CC)CCCC)C4=O)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,0.85,0.07,-0.27,6.83
*c1cc2c(s1)-c1sc(-c3ccc(*)c4nsnc34)cc1[Ge]2(CC(CC)CCCC)C[C@@H](CC)CCCC,-2.51,-1.2,0.06,4.5
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)N(CCCCCCCC)C4=O)cc1[Si]2(CC(CC)CCCC)C[C@@H](CC)CCCC,1.44,0.07,-0.27,6.6
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)N(CCCCCCCC)C4=O)cc1[Ge]2(CC(CC)CCCC)C[C@@H](CC)CCCC,1.21,-0.13,-0.06,7.3
*c1cc2c(s1)-c1sc(-c3ccc(*)c4nsnc34)cc1[Ge]2(CCCCCCCC)CCCCCCCC,-0.56,-1.88,-0.52,1.5
*c1cc2c(s1)-c1sc(-c3ccc(*)c4nsnc34)cc1[Ge]2(CC(CC)CCCC)C[C@@H](CC)CCCC,-0.51,-1.39,-0.49,2.9
*c1cc2c(s1)-c1sc(-c3sc(*)c4c3C(=O)N(CCCCCCCC)C4=O)cc1[Ge]2(CC(CC)CCCC)C[C@@H](CC)CCCC,1.48,-0.22,-0.42,4.1
*c1cc2c(s1)-c1sc(-c3nc4sc(-c5cc6c(s5)-c5sc(-c7cc8c(OCC(CCCC)CCCCCC)c9sc(*)cc9c(OCC(CCCC)CCCCCC)c8s7)cc5[Si]6(CCCCCCCC)CCCCCCCC)nc4s3)cc1[Si]2(CCCCCCCC)CCCCCCCC,0.3,0.26,-0.33,5.3
*c1cc2cc(OCC(CC)CCCC)c3c4sc(-c5sc(*)c6c5C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=O)cc4cc(OCC(CC)CCCC)c3c2s1,0.21,1.58,-0.24,5.26
*c1ccc(-c2c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(-c3ccc(-c4cc5cc(OCC(CC)CCCC)c6c7sc(*)cc7cc(OCC(CC)CCCC)c6c5s4)s3)c3nsnc23)s1,-0.83,0.22,-0.23,3.22
*c1ccc(-c2c(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c(-c3ccc(-c4cc5cc(OCC(CC)CCCC)c6c7sc(*)cc7cc(OCC(CC)CCCC)c6c5s4)s3)c3nonc23)s1,-0.15,0.22,-0.11,5.07
*c1cc2cc(OCC(CC)CCCC)c3c4sc(-c5sc(*)c6cc(C(=O)C(CC)CCCC)sc56)cc4cc(OCC(CC)CCCC)c3c2s1,-2.15,-0.56,-0.52,2.51
*c1cc2cc(OCC(CC)CCCC)c3c4sc(-c5sc(*)c6c(F)c(C(=O)C(CC)CCCC)sc56)cc4cc(OCC(CC)CCCC)c3c2s1,-1.38,-0.13,-0.34,4.88
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2ccc(*)c4nc(-c5ccccc5)c(-c5ccccc5)nc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,-0.02,0.46,0.54,5.69
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2ccc(*)c4nc5c6ccccc6c6ccccc6c5nc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,-0.24,-0.22,1.03,6.24
*c1ccc(-c2sc(-c3nc(CCCCCC)c(-c4ccc(-c5cc6c(s5)-c5cc7c(cc5C6(CCCCCCCCCCCC)CCCCCCCCCCCC)-c5sc(*)cc5C7(CCCCCCCCCCCC)CCCCCCCCCCCC)s4)s3)nc2CCCCCC)s1,-0.33,1.38,-0.47,2.77
*c1ccc(-c2nc3sc(-c4ccc(-c5cc6c(s5)-c5cc7c(cc5C6(CCCCCCCCCCCC)CCCCCCCCCCCC)-c5sc(*)cc5C7(CCCCCCCCCCCC)CCCCCCCCCCCC)s4)nc3s2)s1,-0.56,0.56,-0.45,5.79
*c1ccc(-c2nnc(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CCCCCCCCCCCC)CCCCCCCCCCCC)-c4sc(*)cc4C6(CCCCCCCCCCCC)CCCCCCCCCCCC)s3)nn2)s1,-0.51,0.51,-0.55,3.04
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CCCCCCCCCCCC)CCCCCCCCCCCC)-c4sc(*)cc4C6(CCCCCCCCCCCC)CCCCCCCCCCCC)s3)c3nsnc23)s1,-0.42,-0.17,-0.49,6.17
*c1cc2c([se]1)-c1cc3c(cc1C2(c1ccc(OCCCCCCCC)cc1)c1ccc(OCCCCCCCC)cc1)-c1[se]c(-c2ccc(*)c4nsnc24)cc1C3(c1ccc(OCCCCCCCC)cc1)c1ccc(OCCCCCCCC)cc1,-0.24,-0.56,-0.52,2.6
*c1cc2c([se]1)-c1cc3c(cc1C2(c1ccc(OCCCCCCCC)cc1)c1ccc(OCCCCCCCC)cc1)-c1[se]c(-c2c(F)c(F)c(*)c4nsnc24)cc1C3(c1ccc(OCCCCCCCC)cc1)c1ccc(OCCCCCCCC)cc1,-0.06,-0.17,-0.51,1.9
*c1cc2c([se]1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1[se]c(-c2ccc(*)c4nsnc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,-0.24,-0.56,-0.49,3.9
*c1cc2c([se]1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1[se]c(-c2c(F)c(F)c(*)c4nsnc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,0.21,-0.42,-0.54,3.8
*c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1sc(-c2c(F)c(F)c(*)c4nsnc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,0.08,0.36,0.69,5.87
*c1cc2c([se]1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1[se]c(-c2c(F)c(F)c(*)c4nsnc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,0.03,-0.17,-0.17,5.17
*c1cc2c([se]1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1[se]c(-c2c(F)c(F)c(*)c4nsnc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,0.03,-0.17,0.14,5.92
*c1cc2c([se]1)-c1cc3c(cc1C2(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)-c1[se]c(-c2c(F)c(F)c(*)c4nsnc24)cc1C3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1,-0.02,-0.17,0.27,6.61
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c-2sc2c1C(CCCCCCCC)(CCCCCCCC)c1cc(-c3ccc(*)c4nsnc34)ccc1-2,0.8,1.82,-0.6,0.76
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c-2sc2c1C(CCCCCCCC)(CCCCCCCC)c1cc(-c3ccc(*)s3)ccc1-2,0.12,2.41,-0.61,1.65
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1c-2sc2c1C(CCCCCCCC)(CCCCCCCC)c1cc(-c3ccc(-c4ccc(-c5ccc(*)s5)c5nsnc45)s3)ccc1-2,0.08,0.65,-0.55,2
*c1cc2c(s1)-c1cc3c(cc1[Si]2(CCCCCCCC)CCCCCCCC)-c1sc(-c2ccc(*)c4nsnc24)cc1[Si]3(CCCCCCCC)CCCCCCCC,-0.06,0.41,-0.07,3.47
*c1ccc(-c2ccc(-c3ccc(-c4cc5c(s4)-c4cc6c(cc4[Si]5(CCCCCCCC)CCCCCCCC)-c4sc(*)cc4[Si]6(CCCCCCCC)CCCCCCCC)s3)c3nsnc23)s1,-0.38,-0.08,-0.39,3.64
*c1cc2c(s1)-c1cc3c(cc1[Si]2(CCCCCCCC)CCCCCCCC)-c1sc(-c2ccc(*)c4nsnc24)cc1[Si]3(CCCCCCCC)CCCCCCCC,0.76,1.19,-0.21,4.3
*c1ccc(C2=C3C(=O)N(CCCCCCCCCCCC)C(c4ccc(-c5cc6c(s5)-c5cc7c(cc5[Si]6(CCCCCCCC)CCCCCCCC)-c5sc(*)cc5[Si]7(CCCCCCCC)CCCCCCCC)s4)=C3C(=O)N2CCCCCCCCCCCC)s1,-1.06,-0.37,-0.07,1.4
*c1cc2c(s1)c1cc3c(cc1n2C(CCCCCCCC)CCCCCCCC)c1sc(-c2ccc(*)c4nsnc24)cc1n3C(CCCCCCCC)CCCCCCCC,-1.01,-0.95,-0.57,3.08
*c1cc2c(s1)c1cc3c(cc1n2C(CCCCCCCC)CCCCCCCC)c1sc(-c2sc(*)c4c2C(=O)N(CC(CC)CCCC)C4=O)cc1n3C(CCCCCCCC)CCCCCCCC,-2.01,-2.27,0.02,3.72
*c1ccc(C2=C3C(=O)N(CC(CC)CCCC)C(c4ccc(-c5cc6c(s5)c5cc7c(cc5n6C(CCCCCCCC)CCCCCCCC)c5sc(*)cc5n7C(CCCCCCCC)CCCCCCCC)s4)=C3C(=O)N2CC(CC)CCCC)s1,-0.88,0.26,-0.5,1.34
*c1cc2c3cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)sc3c3cc4c(cc3c2s1)c1sc(CC(CCCCCCCCCC)CCCCCCCCCCCC)cc1c1cc(-c2sc(*)c3sc(COOCC(CC)CCCC)c(F)c23)sc14,-0.97,0.41,-0.37,0.37
*c1cc2c3cc(CC(CCCC)CCCCCC)sc3c3cc4c(cc3c2s1)c1sc(CC(CCCC)CCCCCC)cc1c1cc(-c2sc(*)c3sc(COOCC(CC)CCCC)c(F)c23)sc14,-1.33,0.22,-0.31,5.62
*c1cc2c3cc(CC(CC)CCCCCCCC)sc3c3cc4c(cc3c2s1)c1sc(CC(CC)CCCCCCCC)cc1c1cc(-c2sc(*)c3sc(COOCC(CC)CCCC)c(F)c23)sc14,-1.15,0.26,-0.32,2.98
*c1cc2c(OCC(CCCC)CCCCCC)c3sc(-c4sc(*)c5sc(COOCC(CC)CCCC)c(F)c45)cc3c(OCC(CCCC)CCCCCC)c2s1,-0.42,0.9,0.58,2.78
*c1cc2sc3c(c2s1)[Ge](CC(CC)CCCC)(CC(CC)CCCC)c1c-3sc2cc(-c3sc(*)c4c3C(=O)N(CCCCCCCC)C4=O)sc12,1.57,0.17,-0.52,7.2
*c1ccc2c(c1)C(CCCCCCCC)(CCCCCCCC)c1cc(-c3cc4c(s3)c3c5nsnc5c5c6sc(*)cc6n(CCCCCCCCCCCC)c5c3n4CCCCCCCCCCCC)ccc1-2,-1.01,2.12,-0.25,3.11
*c1ccc2c3ccc(-c4cc5c(s4)c4c6nsnc6c6c7sc(*)cc7n(CCCCCCCCCCCC)c6c4n5CCCCCCCCCCCC)cc3n(C(CCCCCCCC)CCCCCCCC)c2c1,-1.24,2.02,0.22,2.54
